return_type,parameter,releases_and_transfers,units
Pollution Inventory,Technetium 99m,Land,t
Pollution Inventory,Technetium 99m,Waste Overseas,g
Pollution Inventory,Technetium 99m,Waste Overseas,kg
Pollution Inventory,Technetium 99m,Waste Overseas,kt
Pollution Inventory,Technetium 99m,Waste Overseas,mg
Pollution Inventory,Technetium 99m,Waste Overseas,t
Pollution Inventory,Technetium 99m,Waste Transfer,g
Pollution Inventory,Technetium 99m,Waste Transfer,kg
Pollution Inventory,Technetium 99m,Waste Transfer,kt
Pollution Inventory,Technetium 99m,Waste Transfer,mg
Pollution Inventory,Technetium 99m,Waste Transfer,t
Pollution Inventory,Technetium 99m,Waste Water,g
Pollution Inventory,Technetium 99m,Waste Water,kg
Pollution Inventory,Technetium 99m,Waste Water,mg
Pollution Inventory,Technetium 99m,Waste Water,t
Pollution Inventory,Tetrachloroethene,Air,g
Pollution Inventory,Tetrachloroethene,Air,kg
Pollution Inventory,Tetrachloroethene,Air,kt
Pollution Inventory,Tetrachloroethene,Air,mg
Pollution Inventory,Tetrachloroethene,Air,t
Pollution Inventory,Tetrachloroethene,Controlled Water,g
Pollution Inventory,Tetrachloroethene,Controlled Water,kg
Pollution Inventory,Tetrachloroethene,Controlled Water,kt
Pollution Inventory,Tetrachloroethene,Controlled Water,mg
Pollution Inventory,Tetrachloroethene,Controlled Water,t
Pollution Inventory,Tetrachloroethene,General,g
Pollution Inventory,Tetrachloroethene,General,kg
Pollution Inventory,Tetrachloroethene,General,kt
Pollution Inventory,Tetrachloroethene,General,mg
Pollution Inventory,Tetrachloroethene,General,t
Pollution Inventory,Tetrachloroethene,Land,g
Pollution Inventory,Tetrachloroethene,Land,kg
Pollution Inventory,Tetrachloroethene,Land,kt
Pollution Inventory,Tetrachloroethene,Land,mg
Pollution Inventory,Tetrachloroethene,Land,t
Pollution Inventory,Tetrachloroethene,Waste Overseas,g
Pollution Inventory,Tetrachloroethene,Waste Overseas,kg
Pollution Inventory,Tetrachloroethene,Waste Overseas,kt
Pollution Inventory,Tetrachloroethene,Waste Overseas,mg
Pollution Inventory,Tetrachloroethene,Waste Overseas,t
Pollution Inventory,Tetrachloroethene,Waste Transfer,g
Pollution Inventory,Tetrachloroethene,Waste Transfer,kg
Pollution Inventory,Tetrachloroethene,Waste Transfer,kt
Pollution Inventory,Tetrachloroethene,Waste Transfer,mg
Pollution Inventory,Tetrachloroethene,Waste Transfer,t
Pollution Inventory,Tetrachloroethene,Waste Water,g
Pollution Inventory,Tetrachloroethene,Waste Water,kg
Pollution Inventory,Tetrachloroethene,Waste Water,kt
Pollution Inventory,Tetrachloroethene,Waste Water,mg
Pollution Inventory,Tetrachloroethene,Waste Water,t
Pollution Inventory,Tetrachloromethane,Air,g
Pollution Inventory,Tetrachloromethane,Air,kg
Pollution Inventory,Tetrachloromethane,Air,kt
Pollution Inventory,Tetrachloromethane,Air,mg
Pollution Inventory,Tetrachloromethane,Air,t
Pollution Inventory,Tetrachloromethane,Controlled Water,g
Pollution Inventory,Tetrachloromethane,Controlled Water,kg
Pollution Inventory,Tetrachloromethane,Controlled Water,kt
Pollution Inventory,Tetrachloromethane,Controlled Water,mg
Pollution Inventory,Tetrachloromethane,Controlled Water,t
Pollution Inventory,Tetrachloromethane,General,g
Pollution Inventory,Tetrachloromethane,General,kg
Pollution Inventory,Tetrachloromethane,General,kt
Pollution Inventory,Tetrachloromethane,General,mg
Pollution Inventory,Tetrachloromethane,General,t
Pollution Inventory,Tetrachloromethane,Land,g
Pollution Inventory,Tetrachloromethane,Land,kg
Pollution Inventory,Tetrachloromethane,Land,kt
Pollution Inventory,Tetrachloromethane,Land,mg
Pollution Inventory,Tetrachloromethane,Land,t
Pollution Inventory,Tetrachloromethane,Waste Overseas,g
Pollution Inventory,Tetrachloromethane,Waste Overseas,kg
Pollution Inventory,Tetrachloromethane,Waste Overseas,kt
Pollution Inventory,Tetrachloromethane,Waste Overseas,mg
Pollution Inventory,Tetrachloromethane,Waste Overseas,t
Pollution Inventory,Tetrachloromethane,Waste Transfer,g
Pollution Inventory,Tetrachloromethane,Waste Transfer,kg
Pollution Inventory,Tetrachloromethane,Waste Transfer,kt
Pollution Inventory,Tetrachloromethane,Waste Transfer,mg
Pollution Inventory,Tetrachloromethane,Waste Transfer,t
Pollution Inventory,Tetrachloromethane,Waste Water,g
Pollution Inventory,Tetrachloromethane,Waste Water,kg
Pollution Inventory,Tetrachloromethane,Waste Water,kt
Pollution Inventory,Tetrachloromethane,Waste Water,mg
Pollution Inventory,Tetrachloromethane,Waste Water,t
Pollution Inventory,Thallium 201,Air,g
Pollution Inventory,Thallium 201,Air,kg
Pollution Inventory,Thallium 201,Air,kt
Pollution Inventory,Thallium 201,Air,mg
Pollution Inventory,Thallium 201,Air,t
Pollution Inventory,Thallium 201,Controlled Water,g
Pollution Inventory,Thallium 201,Controlled Water,kg
Pollution Inventory,Thallium 201,Controlled Water,kt
Pollution Inventory,Thallium 201,Controlled Water,mg
Pollution Inventory,Thallium 201,Controlled Water,t
Pollution Inventory,Thallium 201,General,g
Pollution Inventory,Thallium 201,General,kg
Pollution Inventory,Thallium 201,General,kt
Pollution Inventory,Thallium 201,General,mg
Pollution Inventory,Thallium 201,General,t
Pollution Inventory,Thallium 201,Land,g
Pollution Inventory,Thallium 201,Land,kg
Pollution Inventory,Thallium 201,Land,kt
Pollution Inventory,Thallium 201,Land,mg
Pollution Inventory,Thallium 201,Land,t
Pollution Inventory,Thallium 201,Waste Overseas,g
Pollution Inventory,Thallium 201,Waste Overseas,kg
Pollution Inventory,Thallium 201,Waste Overseas,kt
Pollution Inventory,Thallium 201,Waste Overseas,mg
Pollution Inventory,Thallium 201,Waste Overseas,t
Pollution Inventory,Thallium 201,Waste Transfer,g
Pollution Inventory,Thallium 201,Waste Transfer,kg
Pollution Inventory,Thallium 201,Waste Transfer,kt
Pollution Inventory,Thallium 201,Waste Transfer,mg
Pollution Inventory,Thallium 201,Waste Transfer,t
Pollution Inventory,Thallium 201,Waste Water,g
Pollution Inventory,Thallium 201,Waste Water,kg
Pollution Inventory,Thallium 201,Waste Water,kt
Pollution Inventory,Thallium 201,Waste Water,mg
Pollution Inventory,Thallium 201,Waste Water,t
Pollution Inventory,Thorium 230,Air,g
Pollution Inventory,Thorium 230,Air,kg
Pollution Inventory,Thorium 230,Air,kt
Pollution Inventory,Thorium 230,Air,mg
Pollution Inventory,Thorium 230,Air,t
Pollution Inventory,Thorium 230,Controlled Water,g
Pollution Inventory,Thorium 230,Controlled Water,kg
Pollution Inventory,Thorium 230,Controlled Water,kt
Pollution Inventory,Thorium 230,Controlled Water,mg
Pollution Inventory,Thorium 230,Controlled Water,t
Pollution Inventory,Thorium 230,General,g
Pollution Inventory,Thorium 230,General,kg
Pollution Inventory,Thorium 230,General,kt
Pollution Inventory,Thorium 230,General,mg
Pollution Inventory,Thorium 230,General,t
Pollution Inventory,Thorium 230,Land,g
Pollution Inventory,Thorium 230,Land,kg
Pollution Inventory,Thorium 230,Land,kt
Pollution Inventory,Thorium 230,Land,mg
Pollution Inventory,Thorium 230,Land,t
Pollution Inventory,Thorium 230,Waste Overseas,g
Pollution Inventory,Thorium 230,Waste Overseas,kg
Pollution Inventory,Thorium 230,Waste Overseas,kt
Pollution Inventory,Thorium 230,Waste Overseas,mg
Pollution Inventory,Thorium 230,Waste Overseas,t
Pollution Inventory,Thorium 230,Waste Transfer,g
Pollution Inventory,Thorium 230,Waste Transfer,kg
Pollution Inventory,Thorium 230,Waste Transfer,kt
Pollution Inventory,Thorium 230,Waste Transfer,mg
Pollution Inventory,Thorium 230,Waste Transfer,t
Pollution Inventory,Thorium 230,Waste Water,g
Pollution Inventory,Thorium 230,Waste Water,kg
Pollution Inventory,Thorium 230,Waste Water,kt
Pollution Inventory,Thorium 230,Waste Water,mg
Pollution Inventory,Thorium 230,Waste Water,t
Pollution Inventory,Thorium 232,Air,g
Pollution Inventory,Thorium 232,Air,kg
Pollution Inventory,Thorium 232,Air,kt
Pollution Inventory,Thorium 232,Air,mg
Pollution Inventory,Thorium 232,Air,t
Pollution Inventory,Thorium 232,Controlled Water,g
Pollution Inventory,Thorium 232,Controlled Water,kg
Pollution Inventory,Thorium 232,Controlled Water,kt
Pollution Inventory,Thorium 232,Controlled Water,mg
Pollution Inventory,Thorium 232,Controlled Water,t
Pollution Inventory,Thorium 232,General,g
Pollution Inventory,Thorium 232,General,kg
Pollution Inventory,Thorium 232,General,kt
Pollution Inventory,Thorium 232,General,mg
Pollution Inventory,Thorium 232,General,t
Pollution Inventory,Thorium 232,Land,g
Pollution Inventory,Thorium 232,Land,kg
Pollution Inventory,Thorium 232,Land,kt
Pollution Inventory,Thorium 232,Land,mg
Pollution Inventory,Thorium 232,Land,t
Pollution Inventory,Thorium 232,Waste Overseas,g
Pollution Inventory,Thorium 232,Waste Overseas,kg
Pollution Inventory,Thorium 232,Waste Overseas,kt
Pollution Inventory,Thorium 232,Waste Overseas,mg
Pollution Inventory,Thorium 232,Waste Overseas,t
Pollution Inventory,Thorium 232,Waste Transfer,g
Pollution Inventory,Thorium 232,Waste Transfer,kg
Pollution Inventory,Thorium 232,Waste Transfer,kt
Pollution Inventory,Thorium 232,Waste Transfer,mg
Pollution Inventory,Thorium 232,Waste Transfer,t
Pollution Inventory,Thorium 232,Waste Water,g
Pollution Inventory,Thorium 232,Waste Water,kg
Pollution Inventory,Thorium 232,Waste Water,kt
Pollution Inventory,Thorium 232,Waste Water,mg
Pollution Inventory,Thorium 232,Waste Water,t
Pollution Inventory,Toluene,Air,g
Pollution Inventory,Toluene,Air,kg
Pollution Inventory,Toluene,Air,kt
Pollution Inventory,Toluene,Air,mg
Pollution Inventory,Toluene,Air,t
Pollution Inventory,Toluene,Controlled Water,g
Pollution Inventory,Toluene,Controlled Water,kg
Pollution Inventory,Toluene,Controlled Water,kt
Pollution Inventory,Toluene,Controlled Water,mg
Pollution Inventory,Toluene,Controlled Water,t
Pollution Inventory,Toluene,General,g
Pollution Inventory,Toluene,General,kg
Pollution Inventory,Toluene,General,kt
Pollution Inventory,Toluene,General,mg
Pollution Inventory,Toluene,General,t
Pollution Inventory,Toluene,Land,g
Pollution Inventory,Toluene,Land,kg
Pollution Inventory,Toluene,Land,kt
Pollution Inventory,Toluene,Land,mg
Pollution Inventory,Toluene,Land,t
Pollution Inventory,Toluene,Waste Overseas,g
Pollution Inventory,Toluene,Waste Overseas,kg
Pollution Inventory,Toluene,Waste Overseas,kt
Pollution Inventory,Toluene,Waste Overseas,mg
Pollution Inventory,Toluene,Waste Overseas,t
Pollution Inventory,Toluene,Waste Transfer,g
Pollution Inventory,Toluene,Waste Transfer,kg
Pollution Inventory,Toluene,Waste Transfer,kt
Pollution Inventory,Toluene,Waste Transfer,mg
Pollution Inventory,Toluene,Waste Transfer,t
Pollution Inventory,Toluene,Waste Water,g
Pollution Inventory,Toluene,Waste Water,kg
Pollution Inventory,Toluene,Waste Water,kt
Pollution Inventory,Toluene,Waste Water,mg
Pollution Inventory,Toluene,Waste Water,t
Pollution Inventory,Total Alpha,Air,g
Pollution Inventory,Total Alpha,Air,kg
Pollution Inventory,Total Alpha,Air,kt
Pollution Inventory,Total Alpha,Air,mg
Pollution Inventory,Total Alpha,Air,t
Pollution Inventory,Total Alpha,Controlled Water,g
Pollution Inventory,Total Alpha,Controlled Water,kg
Pollution Inventory,Total Alpha,Controlled Water,kt
Pollution Inventory,Total Alpha,Controlled Water,mg
Pollution Inventory,Total Alpha,Controlled Water,t
Pollution Inventory,Total Alpha,General,g
Pollution Inventory,Total Alpha,General,kg
Pollution Inventory,Total Alpha,General,kt
Pollution Inventory,Total Alpha,General,mg
Pollution Inventory,Total Alpha,General,t
Pollution Inventory,Total Alpha,Land,g
Pollution Inventory,Total Alpha,Land,kg
Pollution Inventory,Total Alpha,Land,kt
Pollution Inventory,Total Alpha,Land,mg
Pollution Inventory,Total Alpha,Land,t
Pollution Inventory,Total Alpha,Waste Overseas,g
Pollution Inventory,Total Alpha,Waste Overseas,kg
Pollution Inventory,Total Alpha,Waste Overseas,kt
Pollution Inventory,Total Alpha,Waste Overseas,mg
Pollution Inventory,Total Alpha,Waste Overseas,t
Pollution Inventory,Total Alpha,Waste Transfer,g
Pollution Inventory,Total Alpha,Waste Transfer,kg
Pollution Inventory,Total Alpha,Waste Transfer,kt
Pollution Inventory,Total Alpha,Waste Transfer,mg
Pollution Inventory,Total Alpha,Waste Transfer,t
Pollution Inventory,Total Alpha,Waste Water,g
Pollution Inventory,Total Alpha,Waste Water,kg
Pollution Inventory,Total Alpha,Waste Water,kt
Pollution Inventory,Total Alpha,Waste Water,mg
Pollution Inventory,Total Alpha,Waste Water,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Air,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Air,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Air,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Air,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Air,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Controlled Water,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Controlled Water,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Controlled Water,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Controlled Water,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Controlled Water,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),General,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),General,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),General,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),General,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),General,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Land,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Land,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Land,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Land,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Land,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Overseas,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Overseas,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Overseas,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Overseas,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Overseas,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Transfer,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Transfer,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Transfer,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Transfer,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Transfer,t
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Water,g
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Water,kg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Water,kt
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Water,mg
Pollution Inventory,Total Beta/Gamma (Excl Tritium),Waste Water,t
Pollution Inventory,Total Organic Carbon,Air,g
Pollution Inventory,Total Organic Carbon,Air,kg
Pollution Inventory,Total Organic Carbon,Air,kt
Pollution Inventory,Total Organic Carbon,Air,mg
Pollution Inventory,Total Organic Carbon,Air,t
Pollution Inventory,Total Organic Carbon,Controlled Water,g
Pollution Inventory,Total Organic Carbon,Controlled Water,kg
Pollution Inventory,Total Organic Carbon,Controlled Water,kt
Pollution Inventory,Total Organic Carbon,Controlled Water,mg
Pollution Inventory,Total Organic Carbon,Controlled Water,t
Pollution Inventory,Total Organic Carbon,General,g
Pollution Inventory,Total Organic Carbon,General,kg
Pollution Inventory,Total Organic Carbon,General,kt
Pollution Inventory,Total Organic Carbon,General,mg
Pollution Inventory,Total Organic Carbon,General,t
Pollution Inventory,Total Organic Carbon,Land,g
Pollution Inventory,Total Organic Carbon,Land,kg
Pollution Inventory,Total Organic Carbon,Land,kt
Pollution Inventory,Total Organic Carbon,Land,mg
Pollution Inventory,Total Organic Carbon,Land,t
Pollution Inventory,Total Organic Carbon,Waste Overseas,g
Pollution Inventory,Total Organic Carbon,Waste Overseas,kg
Pollution Inventory,Total Organic Carbon,Waste Overseas,kt
Pollution Inventory,Total Organic Carbon,Waste Overseas,mg
Pollution Inventory,Total Organic Carbon,Waste Overseas,t
Pollution Inventory,Total Organic Carbon,Waste Transfer,g
Pollution Inventory,Total Organic Carbon,Waste Transfer,kg
Pollution Inventory,Total Organic Carbon,Waste Transfer,kt
Pollution Inventory,Total Organic Carbon,Waste Transfer,mg
Pollution Inventory,Total Organic Carbon,Waste Transfer,t
Pollution Inventory,Total Organic Carbon,Waste Water,g
Pollution Inventory,Total Organic Carbon,Waste Water,kg
Pollution Inventory,Total Organic Carbon,Waste Water,kt
Pollution Inventory,Total Organic Carbon,Waste Water,mg
Pollution Inventory,Total Organic Carbon,Waste Water,t
Pollution Inventory,Toxaphene,Air,g
Pollution Inventory,Toxaphene,Air,kg
Pollution Inventory,Toxaphene,Air,kt
Pollution Inventory,Toxaphene,Air,mg
Pollution Inventory,Toxaphene,Air,t
Pollution Inventory,Toxaphene,Controlled Water,g
Pollution Inventory,Toxaphene,Controlled Water,kg
Pollution Inventory,Toxaphene,Controlled Water,kt
Pollution Inventory,Toxaphene,Controlled Water,mg
Pollution Inventory,Toxaphene,Controlled Water,t
Pollution Inventory,Toxaphene,General,g
Pollution Inventory,Toxaphene,General,kg
Pollution Inventory,Toxaphene,General,kt
Pollution Inventory,Toxaphene,General,mg
Pollution Inventory,Toxaphene,General,t
Pollution Inventory,Toxaphene,Land,g
Pollution Inventory,Toxaphene,Land,kg
Pollution Inventory,Toxaphene,Land,kt
Pollution Inventory,Toxaphene,Land,mg
Pollution Inventory,Toxaphene,Land,t
Pollution Inventory,Toxaphene,Waste Overseas,g
Pollution Inventory,Toxaphene,Waste Overseas,kg
Pollution Inventory,Toxaphene,Waste Overseas,kt
Pollution Inventory,Toxaphene,Waste Overseas,mg
Pollution Inventory,Toxaphene,Waste Overseas,t
Pollution Inventory,Toxaphene,Waste Transfer,g
Pollution Inventory,Toxaphene,Waste Transfer,kg
Pollution Inventory,Toxaphene,Waste Transfer,kt
Pollution Inventory,Toxaphene,Waste Transfer,mg
Pollution Inventory,Toxaphene,Waste Transfer,t
Pollution Inventory,Toxaphene,Waste Water,g
Pollution Inventory,Toxaphene,Waste Water,kg
Pollution Inventory,Toxaphene,Waste Water,kt
Pollution Inventory,Toxaphene,Waste Water,mg
Pollution Inventory,Toxaphene,Waste Water,t
Pollution Inventory,Tributyltin and compounds - as TBT,Air,g
Pollution Inventory,Tributyltin and compounds - as TBT,Air,kg
Pollution Inventory,Tributyltin and compounds - as TBT,Air,kt
Pollution Inventory,Tributyltin and compounds - as TBT,Air,mg
Pollution Inventory,Tributyltin and compounds - as TBT,Air,t
Pollution Inventory,Tributyltin and compounds - as TBT,Controlled Water,g
Pollution Inventory,Tributyltin and compounds - as TBT,Controlled Water,kg
Pollution Inventory,Tributyltin and compounds - as TBT,Controlled Water,kt
Pollution Inventory,Tributyltin and compounds - as TBT,Controlled Water,mg
Pollution Inventory,Tributyltin and compounds - as TBT,Controlled Water,t
Pollution Inventory,Tributyltin and compounds - as TBT,General,g
